timestamp,ADAUSDT:strategy_1,ADAUSDT:strategy_2,ADAUSDT:strategy_3,BNBUSDT:strategy_4,BTCUSDT:strategy_5,BTCUSDT:strategy_6,ETHUSDT:strategy_7,ETHUSDT:strategy_8,ETHUSDT:strategy_9,ETHUSDT:strategy_10,ETHUSDT:strategy_11,ETHUSDT:strategy_12,ETHUSDT:strategy_13,TRXUSDT:strategy_14,VETUSDT:strategy_15,XLMUSDT:strategy_16
2020-07-05T12:00:00.000000000,6.08543E-05,0,6.87288E-05,0,-6.31558E-05,0,-8.02673E-05,0,0,-8.03317E-05,0,-8.26433E-05,0,1.48053E-05,6.35108E-05,0
2020-07-05T13:00:00.000000000,-0.000185777,0,-0.000209819,0,0.000240381,0,0.000138639,0,0,0.000138751,0,0.000142743,0,1.48051E-05,0.000161882,0
2020-07-05T14:00:00.000000000,0.000128126,0,0.000144707,0,-0.000182823,0,-9.1208E-05,0,0,-9.12812E-05,0,-9.39077E-05,0,-5.18188E-05,-4.7625E-05,0
2020-07-05T15:00:00.000000000,-3.84361E-05,0,-4.34099E-05,0,5.66874E-05,0,5.83741E-05,0,0,5.84209E-05,0,6.01019E-05,0,3.70137E-05,-4.68E-06,0
2020-07-05T16:00:00.000000000,-3.35558E-05,0,-3.78982E-05,0,-3.76295E-05,0,-7.75E-06,0,0,-7.76E-06,0,-7.98E-06,0,6.18E-06,-0.000140905,0
2020-07-05T17:00:00.000000000,0.00012972,0,0.000146507,0,1.57684E-05,0,-2.55384E-05,0,0,-2.55589E-05,0,-2.62944E-05,0,-2.22079E-05,-1.79602E-05,0
2020-07-05T18:00:00.000000000,-3.20E-06,0,-3.62E-06,0,-9.32738E-05,0,-4.74303E-05,0,0,-4.74683E-05,0,-4.88342E-05,0,-1.48056E-05,4.63314E-05,0
2020-07-05T19:00:00.000000000,3.36285E-05,0,3.79798E-05,0,9.83196E-05,0,4.37819E-05,0,0,4.3817E-05,0,4.50778E-05,0,7.40E-06,7.88625E-05,0
2020-07-05T20:00:00.000000000,1.60132E-05,0,1.80851E-05,0,0.00013544,0,4.37799E-05,0,0,4.38151E-05,0,4.50758E-05,0,2.22081E-05,8.85E-06,0
2020-07-05T21:00:00.000000000,0.000156916,0,0.000177217,0,-0.00015247,0,-0.000224392,0,0,-0.000224573,0,-0.000274779,0,-1.48053E-05,-0.000109315,-0.00043293
2020-07-05T22:00:00.000000000,0.000227324,0,0.000256728,0,-0.000324647,0,-0.000231743,0,0,-0.000231929,0,1.7001E-05,0,-0.000133258,-7.91307E-05,-0.000294975
2020-07-05T23:00:00.000000000,-6.72313E-05,0,-7.59267E-05,0,2.48431E-05,0,-2.80327E-05,0,0,-2.19173E-05,0,1.91451E-05,0,-0.000103657,7.73087E-05,-2.95023E-05
2020-07-06T00:00:00.000000000,-8.96191E-05,0,-0.000101211,0,3.07814E-05,0,0,0,0,0.000101774,0,-9.61684E-05,0,-0.000319694,-7.35162E-05,8.23401E-05
2020-07-06T01:00:00.000000000,5.12288E-05,0,5.78553E-05,0,-0.000185662,0,0,0,0,-0.000195431,0,0.00017071,0,0.000325811,-0.000213475,-3.69E-06
2020-07-06T02:00:00.000000000,2.40126E-05,0,2.71185E-05,0,-2.0193E-05,0,0,0,0,1.4613E-05,0,-1.27624E-05,0,-8.44134E-05,3.59295E-05,-2.58132E-05
2020-07-06T03:00:00.000000000,7.52358E-05,0,8.49666E-05,0,2.20072E-05,0,0,0,0,2.00925E-05,0,-1.75485E-05,0,-0.000168848,-7.0298E-05,0.000129059
2020-07-06T04:00:00.000000000,0.000192066,0,0.000216903,0,-1.41193E-05,0,0,0,0,-3.65E-06,0,3.19E-06,0,0.000219497,0.000167145,1.84357E-05
2020-07-06T05:00:00.000000000,-5.44149E-05,0,-6.14512E-05,0,-0.000169447,0,0,0,0,-0.000182674,0,0.00015952,0,0.000337594,1.92641E-05,-0.00014012
2020-07-06T06:00:00.000000000,2.40069E-05,0,2.71113E-05,0,-0.000898201,0,0,0,0,-0.000674357,0,0.00058841,0,-0.000185662,9.9699E-05,-0.000306119
2020-07-06T07:00:00.000000000,-8.00E-06,0,-9.04E-06,0,-0.000192003,0,9.72E-06,0,0,-1.89421E-05,0,3.66645E-05,-8.06628E-05,-0.000168814,-6.25E-06,-0.000173386
2020-07-06T08:00:00.000000000,-6.08108E-05,0,-6.86746E-05,0,-4.70713E-05,0,7.65974E-05,0,0,7.67155E-05,0,9.19293E-05,7.66044E-05,4.76861E-05,1.1597E-05,-0.000271617
2020-07-06T09:00:00.000000000,-3.8414E-05,0,-4.33818E-05,0,5.8498E-05,0,6.50753E-05,0,0,6.51756E-05,0,7.80997E-05,6.50812E-05,1.68819E-05,-4.03468E-05,0
2020-07-06T10:00:00.000000000,-8.16347E-05,0,-9.21925E-05,0,-5.55626E-05,0,-5.57786E-05,0,0,-5.58645E-05,0,-6.69422E-05,-5.57836E-05,0,4.63335E-05,0
2020-07-06T11:00:00.000000000,3.68165E-05,0,4.15781E-05,0,0.000159236,0,0.000294794,0,0,0.000295249,0,0.000353787,0.000294821,0.000573814,-5.44031E-05,0
2020-07-06T12:00:00.000000000,-2.24099E-05,0,-2.53082E-05,0,0.000248815,0,0.000181879,0,0,0.00018216,0,0.000218265,0.000181896,-5.06174E-05,-0.000114803,0
2020-07-06T13:00:00.000000000,-4.48212E-05,0,-5.06183E-05,0,-0.000104905,0,-4.24798E-05,0,0,-4.25452E-05,0,-5.09774E-05,-4.24836E-05,-0.000134992,4.39963E-05,0
2020-07-06T14:00:00.000000000,3.20E-06,0,3.62E-06,0,3.82535E-05,0,-0.000102224,0,0,-0.000102382,0,-0.000122675,-0.000102234,1.6875E-05,-6.6646E-05,0
2020-07-06T15:00:00.000000000,0.000105646,0,0.00011931,0,0.000247826,0,0.000374329,0,0,0.000374906,0,0.000449204,0.000374363,0.000438651,7.39352E-05,0
2020-07-06T16:00:00.000000000,-6.40083E-05,0,-7.22864E-05,0,5.22793E-05,0,8.04389E-05,0,0,8.05628E-05,0,9.65242E-05,8.04461E-05,-0.000239223,-2.06922E-05,0
2020-07-06T17:00:00.000000000,-4.16196E-05,0,-4.70026E-05,0,-2.97553E-05,0,2.12326E-05,0,0,2.12653E-05,0,2.54783E-05,2.12345E-05,-0.000118108,-1.74423E-05,0
2020-07-06T18:00:00.000000000,1.60078E-05,0,1.80782E-05,0,-8.33511E-05,0,-9.68775E-05,0,0,-9.70268E-05,0,-0.00011625,-9.68863E-05,-6.74964E-05,-5.51926E-05,0
2020-07-06T19:00:00.000000000,3.36155E-05,0,3.79631E-05,0,-2.45718E-05,0,-5.70692E-05,0,0,-5.71572E-05,0,-6.84823E-05,-5.70744E-05,-3.37499E-05,3.09811E-05,0
2020-07-06T20:00:00.000000000,0.000374496,0,0.00042292,0,-7.99543E-05,0,-3.05267E-05,0,0,-3.05738E-05,0,-3.6632E-05,-3.05295E-05,-1.68754E-05,0.000142657,0
2020-07-06T21:00:00.000000000,0.000351962,0,0.000397454,0,-1.18941E-05,0,6.63613E-05,0,0,6.64635E-05,0,7.9633E-05,6.63673E-05,0,-3.43608E-05,-0.000108538
2020-07-06T22:00:00.000000000,0.000377422,0,0.000426184,0,8.75522E-05,0,9.82066E-05,0,0,9.83579E-05,0,0.000117845,9.82155E-05,0.000438667,3.98272E-05,0.000187117
2020-07-06T23:00:00.000000000,-4.63704E-05,0,-5.23603E-05,0,0.000290057,0,0.000287929,0,0,0.000288372,0,0.000345493,0.000287955,-6.74747E-05,2.55094E-05,3.56E-06
